ID,Created At,Discount,Product ID,Quantity,Subtotal,Tax,Total,User ID
1,2019-02-11T21:40:27.892+05:30,,14,2,37.648145389078365,2.07,39.718145389078366,1
2,2018-05-15T08:04:04.580+05:30,,123,3,110.93145648834248,6.1,117.0376564084763,1
3,2019-12-06T22:22:48.544+05:30,6.416679208849759,105,2,52.723521442619514,2.9,55.62208681964182,1
4,2019-08-22T16:30:42.392+05:30,,94,6,109.21864156655383,6.01,115.2207354961295,1
5,2018-10-10T03:34:47.309+05:30,,132,5,127.88197029833711,7.03,134.94192935296473,1
6,2019-11-06T16:38:50.134+05:30,,60,3,29.80214751859149,1.64,31.441679133237017,1
7,2018-09-11T11:22:26.521+05:30,,55,5,95.77128575934437,5.27,101.06105102213039,1
8,2019-06-17T02:37:41.693+05:30,8.653952930206964,65,7,68.22769726470014,3.75,71.9646003804807,1
9,2017-05-03T16:00:54.923+05:30,3.594742155259162,184,3,77.3982748679465,4.26,81.6742695904106,1
10,2020-01-17T01:44:37.233+05:30,,6,2,97.43621265344382,5.36,102.77055805103969,1
11,2018-07-22T20:31:01.969+05:30,,76,6,63.82421061366486,3.51,67.30535713840213,1
12,2018-06-26T23:21:13.271+05:30,,7,7,148.22900526552291,10.19,158.44538230476374,3
13,2019-04-06T01:04:43.973+05:30,2.1173410336074987,70,2,57.493003808959784,3.95,61.42339339833593,3
14,2017-05-25T20:50:37.137+05:30,,139,4,51.18512212784679,3.52,54.67137322414436,3
15,2018-06-26T02:24:38.715+05:30,,116,5,114.42485125407785,7.87,122.30918146348135,3
16,2017-12-14T11:28:30.031+05:30,,68,1,76.82895921539838,5.28,82.15964553750338,3
17,2020-02-06T12:14:36.282+05:30,,48,1,123.20884248534108,8.47,131.65987891080385,3
18,2020-04-10T23:29:46.804+05:30,,12,2,116.01427581618326,7.98,123.93528398902329,3
19,2019-02-14T07:28:31.104+05:30,,136,1,105.20402317157343,7.23,112.53044509193751,3
20,2018-04-21T04:18:01.863+05:30,9.480671222888349,160,4,47.59120561297272,3.27,50.86583592650371,3
21,2018-05-02T03:57:22.388+05:30,,94,5,109.21864156655383,7.51,116.62982729669602,3
22,2019-12-12T21:32:01.533+05:30,6.752650070439861,10,1,47.6793282102869,1.38,49.056071014283766,4
23,2019-06-02T11:33:15.096+05:30,,85,5,54.90104734428525,1.59,56.5115886738793,4
24,2019-09-20T17:28:38.643+05:30,,14,6,37.648145389078365,1.09,38.74860139651864,4
25,2019-12-21T12:23:13.696+05:30,,97,2,112.41825444654248,3.26,115.64052715703252,4
26,2018-06-20T02:18:00.254+05:30,,40,5,99.66240044231697,3.99,103.57613671689575,5
27,2019-04-28T07:01:15.932+05:30,,14,2,37.648145389078365,1.51,39.11528698753412,6
28,2018-05-23T18:15:24.432+05:30,9.145059274307002,49,4,131.42865839323724,5.26,136.77951877238795,6
29,2018-03-07T22:56:54.735+05:30,,45,1,118.0495173798411,4.72,122.6773063807222,6
30,2019-04-15T12:24:20.170+05:30,,179,3,68.32408657333919,2.73,71.02493653936602,6
31,2018-05-22T04:28:04.569+05:30,,191,6,128.5841852057933,9,137.8019637279584,7
32,2018-06-04T05:11:15.294+05:30,,82,7,60.89545738030947,4.26,65.15833624900348,7
33,2019-06-18T11:17:03.676+05:30,6.481030997355338,172,4,122.3651993029456,8.57,130.97012158989244,7
34,2019-01-04T21:12:38.428+05:30,,3,1,53.08311732230858,3.72,56.80533257859876,7
35,2017-10-10T01:37:18.769+05:30,,21,5,40.38334406304544,2.83,43.27836200894579,7
36,2018-07-04T00:34:31.322+05:30,,145,4,61.1983004605443,4.28,65.52684708658961,7
37,2017-08-30T12:40:52.641+05:30,,17,4,53.290720311951766,3.73,57.008904417553445,7
38,2018-07-25T23:27:34.530+05:30,,39,5,114.58158180283459,8.02,122.43499029028857,7
39,2018-05-09T03:09:25.897+05:30,,142,4,70.34853057210945,4.92,75.38095754001415,7
40,2019-11-21T23:35:02.479+05:30,,101,2,139.82488066180403,9.79,149.7360813013385,7
41,2018-12-04T00:08:37.569+05:30,,51,2,75.65058751905018,5.3,81.10438260941211,7
